1016;840;0.74584091138776
643;980;2.72441
980;949;1.5282
643;156;11.5853
566;840;411.41
643;978;83.3975
1019;840;2.7467697987167E-5
980;840;27.2846
980;156;4.2789
980;51;0.055964
980;643;0.36766
764;348;0.1025
974;980;0.092956
974;840;2.5374
974;978;2.8582
974;156;0.3979
974;643;0.034163
974;398;0.0057767
974;826;3.3456
978;840;0.88707531269405
566;156;64.5193
1015;967;20.517029134181
978;764;0.026392884478345
643;949;4.24692
997;967;311.89375651078
997;840;0.0063795853269537
978;156;0.13911688600762
156;949;0.4716
156;764;0.1894
156;643;0.086
156;978;7.1824
398;392;3.84
398;752;47.77
398;203;19.47
398;826;575.2
398;980;15.99
398;860;0.0404
398;51;0.888
967;840;2.0559223206758E-5
967;978;2.321930025388E-5
967;156;3.198124619723E-6
967;826;2.7220409645389E-5
967;643;2.831458663249E-7
998;840;0.020559223206758
998;978;0.02321930025388
998;156;0.003198124619723
998;826;0.027220409645389
998;643;0.0002831458663249
996;840;5.8099000697188
860;840;10828.37
996;967;280898.87640449
826;156;0.11827460998947
998;348;5.9573191124882E-5
967;949;1.4237687920217E-6
967;348;5.957319112488E-8
398;949;24.97
643;840;73.815
998;949;0.0014237687920217
1001;104;29.472443265547
987;967;111.41440588268
980;978;30.7661
992;840;0.0076543964277223
992;967;372.2218293214
993;840;0.00024636167484273
993;967;12.08833770367
51;840;480.61
51;974;189.57
51;860;0.044
51;980;17.64
51;643;6.47
51;498;27.02
51;398;1.101
51;156;75.17
764;985;8.1243
498;752;1.9447
643;826;97.7975
764;704;0.001456
764;643;0.4513
764;203;1.4916
764;784;9.1131
764;156;5.2521
398;764;12.98
51;752;52.61
840;498;0.056179699532989
991;967;249.70659475117
991;840;0.005119201409298
990;840;0.028617775762456
990;967;1387.3473917869
1016;967;36180.759072325
980;860;0.0025247
1016;993;2994.5499191472
1015;840;0.00042092467047912
764;578;3.6882
989;967;54914.881933004
989;840;1.1302280904267
988;967;303.01744774464
988;993;25.100055094621
988;840;0.0063124481177483
51;392;4.234
980;826;36.1084
978;643;0.011963153487259
967;764;6.0736252259715E-7
998;764;0.00060736252259715
156;392;0.056038
398;643;5.88
978;826;1.1736400445983
398;985;105.98
995;840;0.0080577709949252
566;978;463.7002
566;826;543.3903
990;993;114.48576999122
986;967;381679.38931298
986;840;7.8544785058268
980;356;0.35961
987;840;0.0022944147062805
995;967;391.15978877371
643;398;0.169121
980;764;0.80788
643;51;0.150822
156;356;0.084181
985;840;4.1182
156;360;0.000443
980;398;0.062495
348;840;325.95
1012;993;22.167198309973
986;993;31517.902168432
980;974;10.7687
1019;967;1.3352026169971
981;784;0.84166
498;981;5.7444
981;51;0.0064186
983;993;1216.3230554035
983;967;14696.156954956
983;840;0.3028788635985
984;967;1862.8912071535
984;993;154.05472023663
984;840;0.03838205807666
104;967;621060.1496755
104;993;51342.609231401
104;840;12.791494168038
103;967;1144.2302191201
103;993;94.661113214691
103;840;0.023559895497728
100;967;38419.42486121
100;993;3178.7355307932
100;840;0.79176880319276
101;967;183486.23853211
101;840;3.7552884318753
982;840;0.90142876459188
982;978;1.0186463209042
982;967;43840.42086804
982;993;3626.1445018584
105;993;671.00583775079
105;967;8113.5902636917
105;840;0.16713926687202
996;993;23277.467411546
997;993;25.862340966
106;840;0.061515558368616
106;967;3025.2609287551
106;993;247.50514810708
764;752;3.6577
764;356;0.44
107;967;2832459.9915026
107;993;233413.08280329
107;840;58.143067413107
108;967;63009.987082953
108;993;5210.5043768237
108;840;1.2966620030057
643;974;29.18
643;860;0.00686559
840;860;9.2496072923368E-5
840;156;0.15694398669115
840;974;0.39555053118481
840;840;1
840;967;48609.637969027
840;398;0.0022803460800065
840;980;0.036692114849842
840;764;0.029629921978193
840;643;0.013553624916984
840;566;0.0024192248580502
840;51;0.0020320249365223
840;826;1.3220990172838
840;978;1.1288146881367
