348;980;11.94
348;949;18.63
348;764;9.7
348;752;35.68
348;643;4.39
348;985;79.14
987;993;9.2114959469418
348;578;35.86
348;458;77.12
348;392;2.8716
348;356;4.29
348;360;0.0227
1010;967;574712.64367816
109;826;0.0024857071836938
109;967;91.174325309993
978;356;0.01169556445718
764;360;2.3315
967;356;2.5576814458094E-7
998;356;0.00025576814458094
398;578;48.01
51;356;6.32
764;458;7.9218
643;356;0.979095
840;356;0.013256296926628
980;458;6.4737
156;458;1.5069
764;392;29.495
643;392;0.654377
980;392;0.24026
974;392;0.022355
978;392;0.0078137208938897
109;980;6.8259385665529E-5
967;392;1.8090687952971E-7
998;392;0.00018090687952971
156;826;8.4126
398;498;24.62
51;985;116.75
974;498;0.14271
978;458;0.20988561234127
840;392;0.008797957114358
110;967;43809.690703584
110;993;3669.9267849606
110;840;0.90472929142507
348;826;429.77
111;967;69662.138627656
111;993;5767.8442682048
111;840;1.4345627775431
1000;840;0.059139403366724
1000;967;2860.4937212163
1007;967;11554.01502022
348;978;367.12
643;985;18.027
980;985;6.6396
974;985;0.61609
978;985;0.21581025961974
1015;993;1.6980379171867
967;985;5.0002677643388E-6
998;985;0.0050002677643388
398;417;5.15
51;949;27.47
764;840;33.473
985;764;0.1226
985;978;4.6381
985;826;5.4304
985;980;0.1509
985;392;0.036286
985;643;0.0555
985;356;0.054253
985;156;0.6458
348;203;14.54
1001;840;377.216144851
1001;967;20000000
1001;109;200803.21285141
840;985;0.2437988542429
348;156;51.11
980;498;1.5392
1002;967;41756.268659833
1002;993;3454.4104185018
1002;840;0.86061408257248
974;51;0.005151
974;949;0.14518
978;949;0.049891734935191
860;704;0.472
109;978;0.0021208907741251
398;156;68.43
51;978;541.02
985;949;0.2354
949;840;17.48885
949;978;19.69655
949;826;23.09345
949;392;15.4063
949;643;0.23548
949;156;2.7426
840;949;0.074406212383009
1003;967;70200.07020007
1003;993;5805.0097233913
1003;840;1.4465238224392
826;643;0.010172795097527
1004;993;438.1161007667
1004;840;0.10912552966122
1004;967;5293.5260176804
109;949;0.00012998830105291
998;203;0.00091776998450336
156;840;6.3729
109;643;2.5411552803428E-5
109;566;2.2931572188589E-5
643;752;8.12204
980;752;2.986
974;752;0.27776
978;752;0.097077953596738
860;980;396.69
967;752;2.2501186431308E-6
998;752;0.0022501186431308
156;752;0.6965
398;356;5.75
51;826;633.78
985;752;0.4508
949;752;1.91295
752;156;1.4338
752;978;10.2957
752;826;12.0764
752;356;0.120576
752;392;0.080549
752;985;2.2197
752;643;0.123239
752;949;1
752;840;9.145
840;752;0.10944532888431
643;498;4.17855
993;104;1.9451329900658E-5
989;104;0.08819613560412
498;840;17.7607
498;51;0.03686
498;978;20.019
498;980;0.6511
498;826;23.4486
498;949;1.0037
498;974;7.0098
498;643;0.2391
498;356;0.23396
498;860;0.00164
498;398;0.04059
498;392;0.156241
498;156;2.7855
498;985;4.3125
1005;967;2526.7839094401
1006;993;179.61544333582
1006;840;0.044746152837644
1006;967;2171.8120513851
840;578;0.11064702062427
840;417;0.011793009382353
840;348;0.0030666588659043
840;203;0.044741027746148
826;978;0.85005100306018
1014;840;0.43456687458374
643;417;0.875842
980;417;0.32096
974;417;0.029913
860;949;618.98
398;978;491.33
51;417;5.67
498;417;0.20967
643;578;8.18305
980;578;3.0182
974;578;0.27912
978;578;0.098120983172251
860;764;322.08
156;578;0.7033
398;840;436.35
51;578;53.05
985;578;0.4531
949;578;1.92585
752;578;1.007248
498;578;1.9629
643;203;3.31111
980;203;1.2192
974;203;0.113171
978;203;0.039629071887136
860;752;1185.45
398;348;1.339
51;203;21.45
985;203;0.1837
752;203;0.407674
498;203;0.7931
643;348;0.227982
980;348;0.083883
978;348;0.0027270991845973
860;643;145.82
398;974;172.4
51;348;1.476
985;348;0.012634
752;348;0.028069
498;348;0.054556
1005;993;209.04757922903
1005;840;0.052076701690852
417;840;84.7985
417;978;95.5552
417;398;0.1944
417;643;1.1414
860;458;2562.02
860;498;609.02
860;398;24.65
860;417;127.65
860;392;95.4
860;356;142.65
860;360;0.753
860;348;33.22
860;826;14277.21
860;978;12195.99
860;203;482.98
109;840;0.0018779342723005
1007;993;955.56617295748
1007;840;0.23798298945188
1014;967;21081.835468923
398;458;103.28
860;156;1698.06
985;458;0.9744
498;458;4.2027
980;360;0.0018945
980;704;0.0011973
978;360;6.1560585465792E-5
860;985;2629.2
860;578;1191.2
860;974;4269.86
860;51;21.98
985;360;0.00028643
840;360;6.9875650685361E-5
840;458;0.23761435190686
840;704;4.3619990829979E-5
967;203;9.1776998450336E-7
1008;840;0.040690691943182
1008;967;1974.5675697022
1008;993;163.33464001045
1012;840;0.0055678760278995
1009;967;3249.074013906
1009;840;0.066912391271546
109;993;7.5414781297134
203;392;0.19711
203;360;0.001557
203;356;0.29506
203;978;25.235
203;156;3.51
1012;967;270.19432375765
764;978;37.6299
1010;949;0.82250370126666
1011;993;49319.149146039
1011;967;596462.97456085
1010;109;6329.1139240506
1010;840;11.884953648681
203;348;0.06882
203;458;5.295
203;578;2.476
203;985;5.447
203;643;0.30184
203;752;2.45
203;764;0.66623
203;949;1.257
203;840;22.379
203;826;29.611
360;156;2256.135
360;978;16211.495
360;826;18993.355
360;392;126.83755
360;458;3404.105
360;578;1580.765
360;752;1571.095
360;764;428.86
360;840;14384
360;704;0.625
578;156;1.4178
578;203;0.40388
578;978;10.1915
578;826;11.9612
578;348;0.027793
578;360;0.0006274
578;356;0.1192
578;392;0.079634
578;458;2.139
578;985;2.1994
578;643;0.12192
578;752;0.9894
578;764;0.26898
578;949;0.5085
578;840;9.0406
578;974;3.572
578;704;0.000394
704;156;3592.415
704;978;25870.355
704;826;30089.295
704;356;307.485
704;392;201.015
704;458;5432.485
704;578;2534.31
704;643;326.025
704;752;2504.545
704;764;645.745
704;840;22885
458;356;0.055784
458;392;0.037183
458;764;0.125449
458;360;0.000294
458;826;5.578
458;978;4.7644
458;156;0.6626
458;704;0.000184
458;840;4.2245
1011;840;12.29162242963
356;840;75.8985
356;826;100.2908
356;978;85.6251
356;392;0.668
980;784;7.4093
860;784;2948.02
156;784;1.7341
398;784;118.81
51;784;130.85
498;784;4.8355
458;784;1.150119
840;784;0.27225864135315
784;840;3.6725
784;974;1.451008
784;156;0.575925
784;203;0.164252
784;978;4.147374
784;826;4.862306
784;348;0.011302
784;360;0.000255
784;356;0.048428
784;392;0.032351
784;398;0.008367
784;458;0.868922
784;566;0.008881
784;578;0.406475
784;985;0.895382
784;643;0.049471
784;764;0.109366
784;949;0.20555
784;704;0.00016
764;826;44.2608
1013;840;31017.6583529
1013;967;1503759398.4962
826;840;0.75397722988766
1017;967;409.23228024227
1017;840;0.0084281500210704
1018;967;22626.994003847
1018;840;0.46948687432071
1018;993;1890.359168242
51;981;155.54
398;981;142.13
860;981;3504.33
980;981;8.7225
840;981;0.32362459546926
981;974;1.2192
981;156;0.48486
981;203;0.13808
981;978;3.4828
981;826;4.0782
981;348;0.009492
981;356;0.040723
981;392;0.027211
981;417;0.036494
981;398;0.007083
981;498;0.17381
981;578;0.3412
981;985;0.7509
981;643;0.041616
981;752;0.33885
981;949;0.1769
981;980;0.1133
981;840;3.0914
981;860;0.0002855
1001;949;26.116479498564
1001;978;425.53191489362
